sent_id,symbol,pub_date,lang,elr,prob,present,technology,technologies,subject_ok,verb_from_list,verb,tier,text
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|en|33,AHLI,2021-05-09,en,DisclosuresDirectorsReport,0.9985,1,AI/ML,AI/ML,True,True,develop,2,"Achievements of the company in 2020 During early 2020, the AHLI FINTECH became a UiPathTM️ Gold Partner, enabling it to develop Robotic Process Automation (RPA) solutions that automated over 19 processes for Jordan Ahli Bank, providing significant savings and process improvements for the bank."
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DescriptionOfSubsidiaryCompaniesNatureOfTheirBusinessAndTheirAreasOfActivity|0|en|34,AHLI,2021-05-09,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,True,leverage,1,"AHLI FINTECH incubated the internally innovated AI and Blockchain - based eKYC - as - a - Service platform, Meen World, and the AnaMeen digital identity mobile app, leveraging 5th generation technologies including Deep Learning, Machine Learning and Artificial Intelligence to aid in validating and authenticating the digital identities of its users."
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|49,AHLI,2021-05-09,en,DisclosuresDirectorsReport,0.0006,0,none,,False,False,,0,"Upgrade the following systems and applications (SWIFT, T24 Cyprus, Oracle 19c, HID and Moody’s)."
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|55,AHLI,2021-05-09,en,DisclosuresDirectorsReport,0.9983,1,AI/ML,AI/ML,False,True,automate,1,More than 19 processes were automated through our strategic partnership with UiPath for Robotic Process Automation (RPA) solutions Digital innovation Reducing debit interest rates and postponing installments on facilities and programs offered to our clients.
AHLI|2021-05-09|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|24,AHLI,2021-05-09,ar,DisclosuresDirectorsReport,0.0007,0,none,,False,False,,0,مكتب الاستراتيجيات و إدارة المشاريع لتفعيل الدور الأمثل لمكتب الاستراتيجيات وإدارة المشاريع ولخلق استمرارية العمل وتطبيق الحوكمة، سيتم استخدام أداة شاملة مصممة ضمن أفضل ممارسات إدارة المشاريع، وذلك لإدارة مشاريع البنك الأهلي من خلال أتمتة عمليات إدارة المشاريع وإدارة المستندات وإنشاء لوحات المعلومات والتقارير، إلى جانب تحديث إجراءات مكتب إدارة المشاريع وتوفير التدريب والتوجيه لمفاهيم وممارسات إدارة المشاريع للإدارات الأخرى .
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|45,AHLI,2025-04-30,en,DisclosuresChairmansStatement,0.9985,1,AI/ML,AI/ML,True,True,focus_on,2,"The bank made significant progress in its innovation journey throughout 2024, guided by a comprehensive strategy focused on artificial intelligence, digital transformation, and venture-building."
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|47,AHLI,2025-04-30,en,DisclosuresChairmansStatement,0.9987,1,AI/ML,AI/ML,True,True,launch,2,"Additionally, the bank has developed an ambitious artificial intelligence plan, which included launching an intelligent chatbot to enhance customer service and integrating AI-driven decision-making technologies into credit scoring processes."
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|48,AHLI,2025-04-30,en,DisclosuresChairmansStatement,0.9985,1,Big Data,Big Data,False,False,,1,"These advancements, coupled with the transition to a paperless work environment and the expansion of data analytics capabilities, reaffirmed the bank’s commitment to modernizing and improving its services for both individuals and businesses."
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|59,AHLI,2025-04-30,en,DisclosuresChairmansStatement,0.9977,1,AI/ML,AI/ML,False,False,,1,"Through the Generative AI-powered credit scoring engine, exclusively owned by Zypl.ai, Ahli Group has successfully tackled a nationwide challenge in Jordan."
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|25,AHLI,2025-04-30,ar,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,True,True,ركز على,2,أحرز البنك تقدّمًا ملموسًا في مسيرته نحو الابتكار خلال عام 2024، مستندًا إلى إستراتيجية شاملة ركّزت على الذكاء الاصطناعي والتحوّل الرقمي وبناء المشاريع.
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|27,AHLI,2025-04-30,ar,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,True,True,طور,2,كما طوّر البنك خطّة طموحة للذكاء الاصطناعي، تضمنت إطلاق روبوت دردشة ذكي لتحسين خدمة العملاء، إلى جانب دمج تقنيات اتخاذ القرار القائمة على الذكاء الاصطناعي في عمليات تقييم الائتمان.
AHLI|2025-04-30|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|35,AHLI,2025-04-30,ar,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,False,False,,1,فمن خلال محرك تقييم الائتمان المعتمد على تقنية الذكاء الاصطناعي التوليدي (generative AI) المحتكر من قبل شركة zypl.ai ، تمكنت مجموعة الأهلي من معالجة التحدي الشمولي في الأردن والذي من المتوقع أن يكون له أثر إيجابي ملحوظ على التنمية الاجتماعية والاقتصادية للمملكة.
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|67,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.0042,0,none,,False,False,,0,"The Bank continued to market its innovative solutions for financial institutions especially in terms of API cross-border payment services which enable the clients of our foreign correspondents to transfer funds to beneficiaries in Jordan instantly, creating a fast, convenient, and cost-efficient remittance experience."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|92,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,True,integrate,1,"The key achievements were as follows: Enhancing ArtificialIntelligence: Acomprehensive strategy document and roadmap for artificial intelligence were developed at Jordan Ahli Bank, laying a strong foundation for seamlessly integrating AI into the Bank’s operations."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|93,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.9988,1,AI/ML,AI/ML,True,True,launch,2,"The Bank also initiated the development of a core AI platform and successfully launched its first AI-powered product, the ahliGPT chatbot, designed to interact with customers on the Bank’s website, providing intelligent support and instant responses."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|56,AHLI,2025-04-30,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,وتمثلت أبرز الإنجازات في الآتي : تعزيز الذكاء الاصطناعي: جرى إعداد وثيقة إستراتيجية شاملة وخريطة طريق للذكاء الاصطناعي على مستوى البنك، مما وضع أساسًا قويًا لدمج الذكاء الاصطناعي بسلاسة في عمليات البنك.
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|57,AHLI,2025-04-30,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,True,True,اطلق,2,كما بدأ العمل على تطوير منصة الذكاء الاصطناعي الأساسية، وأطلق البنك بنجاح أول منتج مدعوم بالذكاء الاصطناعي، وهو روبوت الدردشة ahliGPT للتفاعل مع العملاء على موقع البنك الإلكتروني، مما يوفر دعمًا ذكيًا واستجابات فورية.
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|ar|62,AHLI,2025-04-30,ar,DisclosuresDirectorsReport,0.997,1,Big Data,Big Data,False,False,,1,ومن خلال التعاون بين مختلف الأقسام في البنك تم بناء لوحات معلومات Power BI ، لتعزيز رؤية البيانات واتخاذ القرارات .
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|124,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.9985,1,AI/ML,AI/ML,False,False,,1,We collaborate with schools and universities by offering advanced courses in technology and artificial intelligence.
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|19,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,"Among the plans for 2025 is the deployment of additional artificial intelligence technologies to benefit both customers and employees, simplifying processes to ensure smoother interactions and more efficient operations."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|33,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,"In 2025, the bank aims to significantly increase operational efficiency and reduce costs by expanding its automation initiatives beyond Robotic Process Automation (RPA) to include intelligent process automation."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|35,AHLI,2025-04-30,en,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,True,True,invest_in,2,"Complementing these efforts, the bank will continue to invest in its AI roadmap and integrating data-driven insights via an enterprise data warehouse and data lakehouse."
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|14,AHLI,2025-04-30,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,ب+مصدر,1,ومن ضمن الخطط الموضوعة على أجندة العام 2025 نشر تقنيات إضافية في مجال الذكاء الاصطناعي لصالح العملاء والموظفين على حد سواء، من خلال تبسيط العمليات باستخدام الذكاء الاصطناعي، لجعل التفاعلات أكثر سلاسة والعمليات أكثر كفاءة.
AHLI|2025-04-30|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|23,AHLI,2025-04-30,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,وإيمانا منه بضرورة تعزيز التحول الرقمي ليكون ركيزة أساسية في تطوير العمليات المصرفية، يسعى البنك الأهلي الأردني إلى زيادة كفاءة العمليات بشكل كبير وتقليل التكاليف التشغيلية من خلال رفع مستوى الأتمتة، وذلك بالتوسع في استخدام تقنيات الأتمتة الروبوتية للعمليات التي ساهمت في تقليل التدخل البشري، وتسريع المعاملات، وتقليل احتمالات الخطأ البشري، مما يعزز تجربة العملاء ويدعم فاعلية العمل.
AMAL|2022-06-30|DisclosuresDirectorsReport|jsc_DisclosureOfIssuingCompanysOrganizationalChartNumberOfItsEmployeesAndTheirClassesOfQualificationAndItsPersonnelQualifyingAndTrainingPrograms|0|en|0,AMAL,2022-06-30,en,DisclosuresDirectorsReport,0.1961,1,XBRL,XBRL,False,False,,1,Board of Directors Audit Committee Risk Committee Investment Committee Governance Committee Nomination & Remuneration Committee Chairman of the Board Risk Officer Internal Audit General Manager Legal Consultant Executive Secretary Business and Brokerage Finance Administration and support Marketing and Client Relationship Financial Research Brokerage Cashier Accounting Support Services Shareholders Archiving HR Marketing Depository Center Local Customer Service Internaional 9.B- Qualification and training programs for company staff: # Qualification and Training Programs Number of Staff 1 Workshop - National assessment stages of money laundering and terrorist financing risks and important outcomes and clarifying obligations of national entities. 2 2 Workshop – Preparation of annual report in XBRL format – held by Jordan Securities Commission 2 3 Implementation of Security Council resolutions - Anti-Money Laundering and Terrorist Financing Unit 1 4 Introduction to Securities and Investments 1
ARAS|2021-04-30|NotesListOfNotes|jsc-rep_DisclosureOfInsuranceRiskClaimsDevelopmentInsuranceRiskSensitivityAndConcentrationOfRisk|0|ar|12,ARAS,2021-04-30,ar,NotesListOfNotes,0.0005,0,none,,False,False,,0,تقوم الشركة بمتابعة تصنيف معيدي التامين الاختياري والاتفاقي شهريا للتأكد من عدم تغيير التصنيف إلى ما هو دون الدرجة الأولى أو الثانية.
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|en|10,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,True,False,maintain,1,"Data analytics contributed to the decision-making process, maintaining competitiveness, and keeping pace with developments within the corporate business and digital banking landscape."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|en|26,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,True,True,focus_on,2,"The bank remains focused on the strategic pillars that drive its digital strategy, including a focus on innovation and information technology, most importantly artificial intelligence and predictive analytics."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|5,ARBK,2024-04-28,ar,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,False,False,,1,وساهمت تحليلات البيانات في عملية اتخاذ القرارات والحفاظ على القدرة التنافسية ومواكبة التطورات.
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DescriptionOfCompanysMainActivitiesWithTheirRespectiveGeographicalLocationsSizeOfCapitalInvestmentAndNumberOfEmployees|0|ar|15,ARBK,2024-04-28,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,بالإضافة الى ما سبق يعمل البنك على ركائز يقود بموجبها استراتيجيته الرقمية وتلك الخاصة بالابتكار وتكنولوجيا المعلومات ومن أهمها الذكاء الاصطناعي والتحليل الاستباقي.
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|66,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,False,automate,1,"During the year, the Al-Arabi chatbot for automated smart conversations was enhanced to answer a wide range of customer inquiries."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysAccomplishmentsSupportedByQuantitativeIndicatorsAndDescriptionOfSignificantOccurrencesToCompanyDuringFiscalYear|0|en|67,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,True,use,1,"This involved expanding the chatbot’s knowledge base and adding new features, such as voice interactions, image display, and tutorial videos to help customers use the chatbot."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfCompanysContributionToEnvironmentalProtectionAndLocalCommunityService|0|en|18,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9985,1,SAR,SAR,True,True,implement,2,"The operations department also started a project to review and update the record matrix and retention periods for the bank’s documents, while continuing to implement the electronic archiving system."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|28,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,False,,1,"Data analysis solutions, including artificial intelligence and machine learning, are part of the future foundation of Consumer Banking’s personalized customer engagement plans."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|33,ARBK,2024-04-28,en,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,False,False,use,1,"Treasury’s growing use of technology will help ensure that the bank remains relevant and retains its competitive advantage in decision support information, data analytics, and customer service."
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|18,ARBK,2024-04-28,ar,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,False,False,ب+مصدر,1,كما سيتم مواصلة العمل على تحسين المزايا المتعلقة بمنتج القرض الرقمي والتمويل العقاري الرقمي ومختلف منتجات الإقراض وذلك بتطوير أنظمة إدارة الإقراض والتحصيل مما سينعكس إيجابا على مستوى المرونة والتنوع واستخدام تحليل البيانات في سياسات المنح الائتماني دون الاخلال بتعليمات الرقابة والتحكم.
ARBK|2024-04-28|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|24,ARBK,2024-04-28,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,True,استخدم,1,ستكون هذه الرؤية مدعمة بالتحليل الرقمي للبيانات لبناء خوارزميات شاملة تستخدم الذكاء الاصطناعي وتعلم الآلة ( Machine Learning ) كأسس يبنى عليها مستقبل الخدمات المصرفية للأفراد مما يمكّن البنك من الوصول الى مستويات عالية من التواصل الرقمي الموائم لكل عميل، الأمر الذي سيكون له الأثر الإيجابي بالمحافظة على قاعدة العملاء وتعزيز مستوى الرضا لديهم.
ARBK|2024-04-28|NotesListOfNotes|ifrs-full_DisclosureOfEntitysReportableSegmentsExplanatory|0|en|25,ARBK,2024-04-28,en,NotesListOfNotes,0.9987,1,AI/ML,AI/ML,False,False,,1,"In addition to the above, the bank is working on pillars according to which it leads its digital and innovation strategies, the most important of which are artificial intelligence and proactive analysis."
ARBK|2024-04-28|NotesListOfNotes|ifrs-full_DisclosureOfEntitysReportableSegmentsExplanatory|0|ar|29,ARBK,2024-04-28,ar,NotesListOfNotes,0.9987,1,AI/ML,AI/ML,False,False,,1,بالإضافة الى ما سبق يعمل البنك على ركائز يقود بموجبها استراتيجيته الرقمية وتلك الخاصة بالابتكار ومن أهمها الذكاء الاصطناعي والتحليل الاستباقي.
ARBK|2024-04-28|NotesListOfNotes|jsc-rep_AdoptionOfNewAndRevisedInternationalFinancialReportingStandards|0|ar|36,ARBK,2024-04-28,ar,NotesListOfNotes,0.0006,0,none,,False,False,,0,تعديلات على معيار المحاسبة الدولي 7 قائمة التدفقات النقدية والمعيار الدولي لإعداد التقارير المالية 7 الأدوات المالية: الإفصاحات - ترتيبات تمويل الموردين تضيف التعديلات هدف إفصاح إلى معيار المحاسبة الدولي (7) ينص على أن المنشأة مطالبة بالإفصاح عن معلومات حول ترتيبات تمويل الموردين الخاصة بها والتي تمكن مستخدمي القوائم المالية من تقييم آثار تلك الترتيبات على التزامات المنشأة وتدفقاتها النقدية.
ATTA|2024-04-21|DisclosuresDirectorsReport|jsc_TheMembersOfBoardOfDirectorsNamesAndNamesAndRanksOfSeniorExecutiveManagementWithBriefResumeOfEach|0|en|31,ATTA,2024-04-21,en,DisclosuresDirectorsReport,0.012,0,none,,False,False,,0,"Date of birth: March 28, 1978 Educational qualifications: Bachelor of Electronics, Princess Sumaya University for Technology 1999-2000 Work experience: Al Sayegh Group of Companies: Responsible for developing ERP Solutions (2002-3/2004) CCC Contractors International Company: Nigeria, General Safety Manager for Oil Projects 5/2004 – 7/2005 Mutashan Interior Design and Decoration Company: General Manager of the Company (8/2005- 3/2014) Al-Sirah Advertising and Public Relations Company: General Manager of the Company (2009 -2012)."
BOJX|2022-03-31|NotesListOfNotes|jsc-rep_AdoptionOfNewAndRevisedInternationalFinancialReportingStandards|0|en|3,BOJX,2022-03-31,en,NotesListOfNotes,0.0006,0,none,,False,False,,0,"January 1, 2023 Amendment for IFRS 8- accounting policies , chandes in accounting estimation and judjment, definition for accounting estimation 1,January,2023 Amendment for IFRS 12 , tax, defeered tax asset and liabilites January 1, 2023 Classification of liabilities into current or non-current liabilities (Amendments to IAS 1) January 1, 2023 IFRS 17 “Insurance Contracts” and Amendments to IFRS 17 “Insurance Contracts” January 1, 2023 Sale or grant of assets between an investor and an affiliate company or a joint venture (amendments to IFRS 10 and IAS 28) Available for optional application / application date postponed Management expects to apply these new standards, interpretations, and amendments to the consolidated financial statements of the Bank when they are applicable."
CABK|2024-04-08|CorporateGovernanceReport|jsc-rep_DisclosureOfExecutivePositionsInCompanyAndNamesOfThePersonsWhoOccupyThem|0|ar|14,CABK,2024-04-08,ar,CorporateGovernanceReport,0.0008,0,none,,False,False,,0,السيد زيد جمال زهدي حميد - المدير التنفيذي / إدارة امن المعلومات و مكافحة الجرائم المالية تاريخ الميلاد 18/5/1986 تاريخ التعيين 27/12/2011 المؤهلات العلمية بكالوريوس ادارة اعمال ٢٠١١ الخبرات العملية مدير تنفيذي ادارة امن المعلومات ومكافحة الجرائم المالية من 4/2023 لغاية الان مدير الجرائم المالية و الامن السيبراني لدى بنك القاهرة عمان من 2/2021 لغاية 4/2023 مدير دائرة مكافحة الجرائم المالية لدى بنك القاهرة عمان من 10/2019 لغاية 2/2021 مسؤول قسم التحقيقات و اعرف عميلك لدى بنك القاهرة عمان من 4/2017 لغاية 10/2019 مسؤول قسم مراقبة المعلومات و التحقيق لدى بنك القاهرة عمان من 7/2014 لغاية 4/2017 السيد فؤاد نبيل الخوري اسبير فؤاد الصناع - مدير دائرة التخطيط الاستراتيجي وتطوير الأعمال تاريخ الميلاد 10/6/1992 تاريخ التعيين 1/11/2015 المؤهلات العلمية درجة الماجستير العلوم المالية و المصرفية ٢٠١٥ بكالوريوس اقتصاديات المال والاعمال 2014 الخبرات العملية مدير دائرة التخطيط الاستراتيجي و التطوير الاعمال من 08/2023 لغاية الان مدير دائرة الاستراتيجية و تنقيب البيانات لدى بنك القاهرة عمان من 04/2020 لغاية 08/2023 محلل اقتصادي رئيسي لدى بنك القاهرة عمان من 01/2019 لغاية 04/2020 محلل اقتصادي لدى بنك القاهرة عمان من 11/2015 لغاية 01/2019
CABK|2024-04-08|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|9,CABK,2024-04-08,ar,DisclosuresDirectorsReport,0.9986,1,Big Data,Big Data,False,False,,1,إستقطاب العملاء من كافة فئات و شرائح المجتمع مع التركيز على شريحة الشباب ضمن الفئة العمرية 18 – 40 سنة على وجهه الخصوص لتلقي مختلف انواع الخدمات المصرفية وفقا لاحتياجاتهم تعزيز قدرات تحليل البيانات واستباط المعرفة القيمة وفهم سلوكيات العملاء عن طريق استغلال مصادر البيانات المختلفة .
CABK|2024-04-08|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|10,CABK,2024-04-08,ar,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,False,,1,تعزيز قدرات التقنيات التكنولوجية المتطورة وتوسيع رقعة مهام الذكاء الاصطناعي وهندسة المعرفة من خلال اتمتتة العمليات والوصول الى العملاء عبر قنوات رقمية متنوعة تمتاز بالتطور والابتكار .
CAPL|2025-04-29|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|en|43,CAPL,2025-04-29,en,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,True,True,invest_in,2,"Furthermore, we are committed to investing in artificial intelligence technologies to enhance operational efficiency, elevate customer experience, and provide more advanced and secure banking services."
CAPL|2025-04-29|DisclosuresChairmansStatement|jsc_DisclosureOfStatementOfBoardOfDirectorsChairman|0|ar|29,CAPL,2025-04-29,ar,DisclosuresChairmansStatement,0.9986,1,AI/ML,AI/ML,False,False,,1,ومع استمرارنا في تنفيذ استراتيجيتنا الطموحة، فإننا نهدف إلى تقديم قيمة مستدامة لمساهمينا، ودعم الاقتصاد الوطني من خلال تمويل المشاريع التنموية، وتعزيز الشمول المالي، والابتكار في الحلول المصرفية الرقمية، كما سنواصل الاستثمار في تقنيات الذكاء الاصطناعي لتعزيز كفاءتنا التشغيلية، بتحسين تجربة العملاء، وتقديم خدمات مصرفية أكثر تطوراً وأماناً.
CAPL|2025-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfDirectorsReport|0|ar|70,CAPL,2025-04-29,ar,DisclosuresDirectorsReport,0.0006,0,none,,False,False,,0,لوحات المعلومات والتقارير الشهرية قمنا بتطبيق لوحات معلومات وتقارير شهرية لمراقبة أهم تدفقات معاملات العملاء وتجاربهم، وتحديد أسباب الفشل والمشكلات المتكررة، ودعم خطط العمل الاستباقية.
CAPL|2025-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|en|3,CAPL,2025-04-29,en,DisclosuresDirectorsReport,0.9986,1,AI/ML,AI/ML,False,True,adopt,1,"Furthermore, by adopting effective artificial intelligence tools, the group will continue developing its banking systems, infrastructure, and information security systems."
CAPL|2025-04-29|DisclosuresDirectorsReport|jsc_DisclosureOfImportantProspectiveDevelopmentsIncludingAnyNewExpansionsAndProjectsCompanysProposedPlanForAtLeastOneUpcomingYearAndBoardOfDirectorsForecastsForOutcomesOfCompanyActivities|0|ar|3,CAPL,2025-04-29,ar,DisclosuresDirectorsReport,0.9987,1,AI/ML,AI/ML,False,False,,1,كما ستعمل المجموعة على تطوير الأنظمة البنكية الخاصة بها من خلال التحسينات المستمرة على البنية التحتية ونظم أمن المعلومات، بالإضافة إلى إدخال المزيد من أدوات الذكاء الاصطناعي .
